shape,time,contract,value,Load Zone,month,year
OFFPEAK,1633046400000,NOP,23.65,Nepool,Oct,2021
OFFPEAK,1635724800000,NOP,30.1,Nepool,Nov,2021
OFFPEAK,1638316800000,NOP,51.4,Nepool,Dec,2021
OFFPEAK,1640995200000,NOP,67.6,Nepool,Jan,2022
OFFPEAK,1643673600000,NOP,65.35,Nepool,Feb,2022
OFFPEAK,1646092800000,NOP,45,Nepool,Mar,2022
OFFPEAK,1554076800000,SEB,23.44,South,Apr,2019
OFFPEAK,1556668800000,SEB,22.45,South,May,2019
OFFPEAK,1559347200000,SEB,25.23,South,June,2019
OFFPEAK,1561939200000,SEB,34.1,South,July,2019
OFFPEAK,1564617600000,SEB,36.04,South,Aug,2019
OFFPEAK,1567296000000,SEB,24.23,South,Sept,2019
OFFPEAK,1569888000000,SEB,20.81,South,Oct,2019
OFFPEAK,1572566400000,SEB,20.15,South,Nov,2019
OFFPEAK,1575158400000,SEB,21.27,South,Dec,2019
OFFPEAK,1577836800000,SEB,22.22,South,Jan,2020
OFFPEAK,1580515200000,SEB,21.82,South,Feb,2020
OFFPEAK,1583020800000,SEB,21.21,South,Mar,2020
OFFPEAK,1585699200000,SEB,20.4,South,Apr,2020
OFFPEAK,1588291200000,SEB,20.22,South,May,2020
OFFPEAK,1590969600000,SEB,22.35,South,June,2020
OFFPEAK,1593561600000,SEB,27.53,South,July,2020
OFFPEAK,1596240000000,SEB,28.54,South,Aug,2020
OFFPEAK,1598918400000,SEB,22.98,South,Sept,2020
OFFPEAK,1601510400000,SEB,18.53,South,Oct,2020
OFFPEAK,1604188800000,SEB,18.43,South,Nov,2020
OFFPEAK,1606780800000,SEB,19.58,South,Dec,2020
OFFPEAK,1609459200000,SEB,21.87,South,Jan,2021
OFFPEAK,1612137600000,SEB,21.31,South,Feb,2021
OFFPEAK,1614556800000,SEB,19.81,South,Mar,2021
OFFPEAK,1617235200000,SEB,19.12,South,Apr,2021
OFFPEAK,1619827200000,SEB,19.68,South,May,2021
OFFPEAK,1622505600000,SEB,20.55,South,June,2021
OFFPEAK,1625097600000,SEB,23.95,South,July,2021
OFFPEAK,1627776000000,SEB,25.16,South,Aug,2021
OFFPEAK,1630454400000,SEB,20.6,South,Sept,2021
OFFPEAK,1633046400000,SEB,18.85,South,Oct,2021
OFFPEAK,1635724800000,SEB,19.35,South,Nov,2021
OFFPEAK,1638316800000,SEB,20.61,South,Dec,2021
OFFPEAK,1640995200000,SEB,20.19,South,Jan,2022
OFFPEAK,1643673600000,SEB,19.75,South,Feb,2022
OFFPEAK,1646092800000,SEB,19.14,South,Mar,2022
OFFPEAK,1554076800000,WEB,17.2,West,Apr,2019
OFFPEAK,1556668800000,WEB,16.4,West,May,2019
OFFPEAK,1559347200000,WEB,21.38,West,June,2019
OFFPEAK,1561939200000,WEB,31.07,West,July,2019
OFFPEAK,1564617600000,WEB,32.84,West,Aug,2019
OFFPEAK,1567296000000,WEB,22.52,West,Sept,2019
OFFPEAK,1569888000000,WEB,15.99,West,Oct,2019
OFFPEAK,1572566400000,WEB,15.34,West,Nov,2019
OFFPEAK,1575158400000,WEB,16.5,West,Dec,2019
OFFPEAK,1577836800000,WEB,19.25,West,Jan,2020
OFFPEAK,1580515200000,WEB,18.82,West,Feb,2020
OFFPEAK,1583020800000,WEB,16.45,West,Mar,2020
OFFPEAK,1585699200000,WEB,15.48,West,Apr,2020
OFFPEAK,1588291200000,WEB,15.59,West,May,2020
OFFPEAK,1590969600000,WEB,18.56,West,June,2020
OFFPEAK,1593561600000,WEB,24.82,West,July,2020
OFFPEAK,1596240000000,WEB,25.1,West,Aug,2020
OFFPEAK,1598918400000,WEB,19.11,West,Sept,2020
OFFPEAK,1601510400000,WEB,13.99,West,Oct,2020
OFFPEAK,1604188800000,WEB,14.1,West,Nov,2020
OFFPEAK,1606780800000,WEB,15.62,West,Dec,2020
OFFPEAK,1609459200000,WEB,17.96,West,Jan,2021
OFFPEAK,1612137600000,WEB,17.4,West,Feb,2021
OFFPEAK,1614556800000,WEB,14.81,West,Mar,2021
OFFPEAK,1617235200000,WEB,13.99,West,Apr,2021
OFFPEAK,1619827200000,WEB,14.81,West,May,2021
OFFPEAK,1622505600000,WEB,16.42,West,June,2021
OFFPEAK,1625097600000,WEB,21.03,West,July,2021
OFFPEAK,1627776000000,WEB,21.54,West,Aug,2021
OFFPEAK,1630454400000,WEB,16.47,West,Sept,2021
OFFPEAK,1633046400000,WEB,14.03,West,Oct,2021
OFFPEAK,1635724800000,WEB,14.7,West,Nov,2021
OFFPEAK,1638316800000,WEB,16.32,West,Dec,2021
OFFPEAK,1640995200000,WEB,16.13,West,Jan,2022
OFFPEAK,1643673600000,WEB,15.71,West,Feb,2022
OFFPEAK,1646092800000,WEB,13.88,West,Mar,2022
ONPEAK,1554076800000,ZBB,29.85,Zone B,Apr,2019
ONPEAK,1556668800000,ZBB,24.2,Zone B,May,2019
ONPEAK,1559347200000,ZBB,27.35,Zone B,June,2019
ONPEAK,1561939200000,ZBB,38.15,Zone B,July,2019
ONPEAK,1564617600000,ZBB,35.7,Zone B,Aug,2019
ONPEAK,1567296000000,ZBB,31.15,Zone B,Sept,2019
ONPEAK,1569888000000,ZBB,25.15,Zone B,Oct,2019
ONPEAK,1572566400000,ZBB,26.05,Zone B,Nov,2019
ONPEAK,1575158400000,ZBB,32.45,Zone B,Dec,2019
ONPEAK,1577836800000,ZBB,48.4,Zone B,Jan,2020
ONPEAK,1580515200000,ZBB,46,Zone B,Feb,2020
ONPEAK,1583020800000,ZBB,29.45,Zone B,Mar,2020
ONPEAK,1585699200000,ZBB,28.2,Zone B,Apr,2020
ONPEAK,1588291200000,ZBB,30.85,Zone B,May,2020
ONPEAK,1590969600000,ZBB,34.3,Zone B,June,2020
ONPEAK,1593561600000,ZBB,45.55,Zone B,July,2020
ONPEAK,1596240000000,ZBB,42.5,Zone B,Aug,2020
ONPEAK,1598918400000,ZBB,33.3,Zone B,Sept,2020
ONPEAK,1601510400000,ZBB,26.25,Zone B,Oct,2020
ONPEAK,1604188800000,ZBB,25.9,Zone B,Nov,2020
ONPEAK,1606780800000,ZBB,30.05,Zone B,Dec,2020
ONPEAK,1609459200000,ZBB,50.2,Zone B,Jan,2021
ONPEAK,1612137600000,ZBB,47.05,Zone B,Feb,2021
ONPEAK,1614556800000,ZBB,32.8,Zone B,Mar,2021
ONPEAK,1617235200000,ZBB,29.4,Zone B,Apr,2021
ONPEAK,1619827200000,ZBB,33.45,Zone B,May,2021
ONPEAK,1622505600000,ZBB,36.35,Zone B,June,2021
ONPEAK,1625097600000,ZBB,48.05,Zone B,July,2021
ONPEAK,1627776000000,ZBB,44.6,Zone B,Aug,2021
ONPEAK,1630454400000,ZBB,34.85,Zone B,Sept,2021
ONPEAK,1633046400000,ZBB,28.05,Zone B,Oct,2021
ONPEAK,1635724800000,ZBB,27.9,Zone B,Nov,2021
ONPEAK,1638316800000,ZBB,32.1,Zone B,Dec,2021
ONPEAK,1640995200000,ZBB,51.15,Zone B,Jan,2022
ONPEAK,1643673600000,ZBB,48.1,Zone B,Feb,2022
ONPEAK,1646092800000,ZBB,34.5,Zone B,Mar,2022
OFFPEAK,1554076800000,ZBD,20.2,Zone B,Apr,2019
OFFPEAK,1556668800000,ZBD,17.25,Zone B,May,2019
OFFPEAK,1559347200000,ZBD,19.65,Zone B,June,2019
OFFPEAK,1561939200000,ZBD,24.7,Zone B,July,2019
OFFPEAK,1564617600000,ZBD,22.6,Zone B,Aug,2019
OFFPEAK,1567296000000,ZBD,19.2,Zone B,Sept,2019
OFFPEAK,1569888000000,ZBD,18.25,Zone B,Oct,2019
OFFPEAK,1572566400000,ZBD,19.3,Zone B,Nov,2019
OFFPEAK,1575158400000,ZBD,22.85,Zone B,Dec,2019
OFFPEAK,1577836800000,ZBD,38.9,Zone B,Jan,2020
OFFPEAK,1580515200000,ZBD,35.7,Zone B,Feb,2020
OFFPEAK,1583020800000,ZBD,25.45,Zone B,Mar,2020
OFFPEAK,1585699200000,ZBD,18.55,Zone B,Apr,2020
OFFPEAK,1588291200000,ZBD,18.75,Zone B,May,2020
OFFPEAK,1590969600000,ZBD,18.6,Zone B,June,2020
OFFPEAK,1593561600000,ZBD,25.65,Zone B,July,2020
OFFPEAK,1596240000000,ZBD,24,Zone B,Aug,2020
OFFPEAK,1598918400000,ZBD,19,Zone B,Sept,2020
OFFPEAK,1601510400000,ZBD,17.45,Zone B,Oct,2020
OFFPEAK,1604188800000,ZBD,17.9,Zone B,Nov,2020
OFFPEAK,1606780800000,ZBD,21.9,Zone B,Dec,2020
OFFPEAK,1609459200000,ZBD,41.5,Zone B,Jan,2021
OFFPEAK,1612137600000,ZBD,37.85,Zone B,Feb,2021
OFFPEAK,1614556800000,ZBD,26.35,Zone B,Mar,2021
OFFPEAK,1617235200000,ZBD,19.15,Zone B,Apr,2021
OFFPEAK,1619827200000,ZBD,19.35,Zone B,May,2021
OFFPEAK,1622505600000,ZBD,20.15,Zone B,June,2021
OFFPEAK,1625097600000,ZBD,26.8,Zone B,July,2021
OFFPEAK,1627776000000,ZBD,24.9,Zone B,Aug,2021
OFFPEAK,1630454400000,ZBD,20.25,Zone B,Sept,2021
OFFPEAK,1633046400000,ZBD,17.85,Zone B,Oct,2021
OFFPEAK,1635724800000,ZBD,18.3,Zone B,Nov,2021
OFFPEAK,1638316800000,ZBD,22.6,Zone B,Dec,2021
OFFPEAK,1640995200000,ZBD,42.05,Zone B,Jan,2022
OFFPEAK,1643673600000,ZBD,38.35,Zone B,Feb,2022
OFFPEAK,1646092800000,ZBD,28.3,Zone B,Mar,2022
ONPEAK,1554076800000,ZCB,30.65,Zone C,Apr,2019
ONPEAK,1556668800000,ZCB,25.5,Zone C,May,2019
ONPEAK,1559347200000,ZCB,28.9,Zone C,June,2019
ONPEAK,1561939200000,ZCB,35.35,Zone C,July,2019
ONPEAK,1564617600000,ZCB,32.1,Zone C,Aug,2019
ONPEAK,1567296000000,ZCB,31.05,Zone C,Sept,2019
ONPEAK,1569888000000,ZCB,28.75,Zone C,Oct,2019
ONPEAK,1572566400000,ZCB,29.55,Zone C,Nov,2019
ONPEAK,1575158400000,ZCB,37.25,Zone C,Dec,2019
ONPEAK,1577836800000,ZCB,51.85,Zone C,Jan,2020
ONPEAK,1580515200000,ZCB,47.35,Zone C,Feb,2020
ONPEAK,1583020800000,ZCB,31.8,Zone C,Mar,2020
ONPEAK,1585699200000,ZCB,29.7,Zone C,Apr,2020
ONPEAK,1588291200000,ZCB,29.35,Zone C,May,2020
ONPEAK,1590969600000,ZCB,31.25,Zone C,June,2020
ONPEAK,1593561600000,ZCB,39.55,Zone C,July,2020
ONPEAK,1596240000000,ZCB,34.8,Zone C,Aug,2020
ONPEAK,1598918400000,ZCB,30.9,Zone C,Sept,2020
ONPEAK,1601510400000,ZCB,27.25,Zone C,Oct,2020
ONPEAK,1604188800000,ZCB,28.6,Zone C,Nov,2020
ONPEAK,1606780800000,ZCB,32.9,Zone C,Dec,2020
ONPEAK,1609459200000,ZCB,53.75,Zone C,Jan,2021
ONPEAK,1612137600000,ZCB,48.5,Zone C,Feb,2021
ONPEAK,1614556800000,ZCB,35.2,Zone C,Mar,2021
ONPEAK,1617235200000,ZCB,31,Zone C,Apr,2021
ONPEAK,1619827200000,ZCB,31.7,Zone C,May,2021
ONPEAK,1622505600000,ZCB,33.35,Zone C,June,2021
ONPEAK,1625097600000,ZCB,42.15,Zone C,July,2021
ONPEAK,1627776000000,ZCB,36.95,Zone C,Aug,2021
ONPEAK,1630454400000,ZCB,32.3,Zone C,Sept,2021
ONPEAK,1633046400000,ZCB,29.15,Zone C,Oct,2021
ONPEAK,1635724800000,ZCB,30.65,Zone C,Nov,2021
ONPEAK,1638316800000,ZCB,35.05,Zone C,Dec,2021
ONPEAK,1640995200000,ZCB,57,Zone C,Jan,2022
ONPEAK,1643673600000,ZCB,51.55,Zone C,Feb,2022
ONPEAK,1646092800000,ZCB,38.5,Zone C,Mar,2022
OFFPEAK,1554076800000,ZCD,19.95,Zone C,Apr,2019
OFFPEAK,1556668800000,ZCD,17.15,Zone C,May,2019
OFFPEAK,1559347200000,ZCD,19.7,Zone C,June,2019
OFFPEAK,1561939200000,ZCD,23.7,Zone C,July,2019
OFFPEAK,1564617600000,ZCD,21.7,Zone C,Aug,2019
OFFPEAK,1567296000000,ZCD,19.35,Zone C,Sept,2019
OFFPEAK,1569888000000,ZCD,18.4,Zone C,Oct,2019
OFFPEAK,1572566400000,ZCD,20.1,Zone C,Nov,2019
OFFPEAK,1575158400000,ZCD,24.35,Zone C,Dec,2019
OFFPEAK,1577836800000,ZCD,39.75,Zone C,Jan,2020
OFFPEAK,1580515200000,ZCD,36.4,Zone C,Feb,2020
OFFPEAK,1583020800000,ZCD,26.05,Zone C,Mar,2020
OFFPEAK,1585699200000,ZCD,19.2,Zone C,Apr,2020
OFFPEAK,1588291200000,ZCD,18.9,Zone C,May,2020
OFFPEAK,1590969600000,ZCD,18.9,Zone C,June,2020
OFFPEAK,1593561600000,ZCD,24.2,Zone C,July,2020
OFFPEAK,1596240000000,ZCD,23.5,Zone C,Aug,2020
OFFPEAK,1598918400000,ZCD,19,Zone C,Sept,2020
OFFPEAK,1601510400000,ZCD,18.2,Zone C,Oct,2020
OFFPEAK,1604188800000,ZCD,18.8,Zone C,Nov,2020
OFFPEAK,1606780800000,ZCD,23.55,Zone C,Dec,2020
OFFPEAK,1609459200000,ZCD,42.55,Zone C,Jan,2021
OFFPEAK,1612137600000,ZCD,38.8,Zone C,Feb,2021
OFFPEAK,1614556800000,ZCD,27.1,Zone C,Mar,2021
OFFPEAK,1617235200000,ZCD,19.9,Zone C,Apr,2021
OFFPEAK,1619827200000,ZCD,19.5,Zone C,May,2021
OFFPEAK,1622505600000,ZCD,20.6,Zone C,June,2021
OFFPEAK,1625097600000,ZCD,25.45,Zone C,July,2021
OFFPEAK,1627776000000,ZCD,24.5,Zone C,Aug,2021
OFFPEAK,1630454400000,ZCD,20.75,Zone C,Sept,2021
OFFPEAK,1633046400000,ZCD,18.7,Zone C,Oct,2021
OFFPEAK,1635724800000,ZCD,19.3,Zone C,Nov,2021
OFFPEAK,1638316800000,ZCD,24.4,Zone C,Dec,2021
OFFPEAK,1640995200000,ZCD,44.8,Zone C,Jan,2022
OFFPEAK,1643673600000,ZCD,40.85,Zone C,Feb,2022
OFFPEAK,1646092800000,ZCD,30.2,Zone C,Mar,2022
ONPEAK,1554076800000,ZEB,26.5,Zone E,Apr,2019
ONPEAK,1556668800000,ZEB,20.8,Zone E,May,2019
ONPEAK,1559347200000,ZEB,23.05,Zone E,June,2019
ONPEAK,1561939200000,ZEB,35.1,Zone E,July,2019
ONPEAK,1564617600000,ZEB,32,Zone E,Aug,2019
ONPEAK,1567296000000,ZEB,26.75,Zone E,Sept,2019
ONPEAK,1569888000000,ZEB,23,Zone E,Oct,2019
ONPEAK,1572566400000,ZEB,23.85,Zone E,Nov,2019
ONPEAK,1575158400000,ZEB,30.45,Zone E,Dec,2019
ONPEAK,1577836800000,ZEB,47.4,Zone E,Jan,2020
ONPEAK,1580515200000,ZEB,45,Zone E,Feb,2020
ONPEAK,1583020800000,ZEB,28.45,Zone E,Mar,2020
ONPEAK,1585699200000,ZEB,27.2,Zone E,Apr,2020
ONPEAK,1588291200000,ZEB,29.85,Zone E,May,2020
ONPEAK,1590969600000,ZEB,33.3,Zone E,June,2020
ONPEAK,1593561600000,ZEB,44.55,Zone E,July,2020
ONPEAK,1596240000000,ZEB,41.5,Zone E,Aug,2020
ONPEAK,1598918400000,ZEB,32.3,Zone E,Sept,2020
ONPEAK,1601510400000,ZEB,25.25,Zone E,Oct,2020
ONPEAK,1604188800000,ZEB,24.9,Zone E,Nov,2020
ONPEAK,1606780800000,ZEB,29.05,Zone E,Dec,2020
ONPEAK,1609459200000,ZEB,48.55,Zone E,Jan,2021
ONPEAK,1612137600000,ZEB,45.4,Zone E,Feb,2021
ONPEAK,1614556800000,ZEB,31.35,Zone E,Mar,2021
ONPEAK,1617235200000,ZEB,28,Zone E,Apr,2021
ONPEAK,1619827200000,ZEB,31.8,Zone E,May,2021
ONPEAK,1622505600000,ZEB,34.1,Zone E,June,2021
ONPEAK,1625097600000,ZEB,46.4,Zone E,July,2021
ONPEAK,1627776000000,ZEB,43.05,Zone E,Aug,2021
ONPEAK,1630454400000,ZEB,32.6,Zone E,Sept,2021
ONPEAK,1633046400000,ZEB,26.7,Zone E,Oct,2021
ONPEAK,1635724800000,ZEB,26.5,Zone E,Nov,2021
ONPEAK,1638316800000,ZEB,30.65,Zone E,Dec,2021
ONPEAK,1640995200000,ZEB,48.85,Zone E,Jan,2022
ONPEAK,1643673600000,ZEB,45.85,Zone E,Feb,2022
ONPEAK,1646092800000,ZEB,32.65,Zone E,Mar,2022
OFFPEAK,1554076800000,ZED,21.75,Zone E,Apr,2019
OFFPEAK,1556668800000,ZED,17.9,Zone E,May,2019
OFFPEAK,1559347200000,ZED,21.25,Zone E,June,2019
OFFPEAK,1561939200000,ZED,26.3,Zone E,July,2019
OFFPEAK,1564617600000,ZED,24.2,Zone E,Aug,2019
OFFPEAK,1567296000000,ZED,20.75,Zone E,Sept,2019
OFFPEAK,1569888000000,ZED,19.8,Zone E,Oct,2019
OFFPEAK,1572566400000,ZED,20.85,Zone E,Nov,2019
OFFPEAK,1575158400000,ZED,24.45,Zone E,Dec,2019
OFFPEAK,1577836800000,ZED,40.5,Zone E,Jan,2020
OFFPEAK,1580515200000,ZED,37.3,Zone E,Feb,2020
OFFPEAK,1583020800000,ZED,27,Zone E,Mar,2020
OFFPEAK,1585699200000,ZED,20.15,Zone E,Apr,2020
OFFPEAK,1588291200000,ZED,20.35,Zone E,May,2020
OFFPEAK,1590969600000,ZED,20.15,Zone E,June,2020
OFFPEAK,1593561600000,ZED,27.25,Zone E,July,2020
OFFPEAK,1596240000000,ZED,25.6,Zone E,Aug,2020
OFFPEAK,1598918400000,ZED,20.6,Zone E,Sept,2020
OFFPEAK,1601510400000,ZED,19,Zone E,Oct,2020
OFFPEAK,1604188800000,ZED,19.5,Zone E,Nov,2020
OFFPEAK,1606780800000,ZED,23.5,Zone E,Dec,2020
OFFPEAK,1609459200000,ZED,43.1,Zone E,Jan,2021
OFFPEAK,1612137600000,ZED,39.45,Zone E,Feb,2021
OFFPEAK,1614556800000,ZED,27.9,Zone E,Mar,2021
OFFPEAK,1617235200000,ZED,20.75,Zone E,Apr,2021
OFFPEAK,1619827200000,ZED,21.15,Zone E,May,2021
OFFPEAK,1622505600000,ZED,21.75,Zone E,June,2021
OFFPEAK,1625097600000,ZED,28.4,Zone E,July,2021
OFFPEAK,1627776000000,ZED,26.5,Zone E,Aug,2021
OFFPEAK,1630454400000,ZED,21.85,Zone E,Sept,2021
OFFPEAK,1633046400000,ZED,19.4,Zone E,Oct,2021
OFFPEAK,1635724800000,ZED,19.85,Zone E,Nov,2021
OFFPEAK,1638316800000,ZED,24.2,Zone E,Dec,2021
OFFPEAK,1640995200000,ZED,44.1,Zone E,Jan,2022
OFFPEAK,1643673600000,ZED,40.4,Zone E,Feb,2022
OFFPEAK,1646092800000,ZED,30.2,Zone E,Mar,2022
ONPEAK,1554076800000,ZFB,34.6,Zone F,Apr,2019
ONPEAK,1556668800000,ZFB,27.7,Zone F,May,2019
ONPEAK,1559347200000,ZFB,30.45,Zone F,June,2019
ONPEAK,1561939200000,ZFB,38.85,Zone F,July,2019
ONPEAK,1564617600000,ZFB,34.95,Zone F,Aug,2019
ONPEAK,1567296000000,ZFB,31.25,Zone F,Sept,2019
ONPEAK,1569888000000,ZFB,30.25,Zone F,Oct,2019
ONPEAK,1572566400000,ZFB,36.5,Zone F,Nov,2019
ONPEAK,1575158400000,ZFB,51.05,Zone F,Dec,2019
ONPEAK,1577836800000,ZFB,74.3,Zone F,Jan,2020
ONPEAK,1580515200000,ZFB,69.4,Zone F,Feb,2020
ONPEAK,1583020800000,ZFB,43.8,Zone F,Mar,2020
ONPEAK,1585699200000,ZFB,34.4,Zone F,Apr,2020
ONPEAK,1588291200000,ZFB,29.3,Zone F,May,2020
ONPEAK,1590969600000,ZFB,31.45,Zone F,June,2020
ONPEAK,1593561600000,ZFB,37,Zone F,July,2020
ONPEAK,1596240000000,ZFB,35.45,Zone F,Aug,2020
ONPEAK,1598918400000,ZFB,31.9,Zone F,Sept,2020
ONPEAK,1601510400000,ZFB,30.35,Zone F,Oct,2020
ONPEAK,1604188800000,ZFB,36.25,Zone F,Nov,2020
ONPEAK,1606780800000,ZFB,49.25,Zone F,Dec,2020
ONPEAK,1609459200000,ZFB,77.85,Zone F,Jan,2021
ONPEAK,1612137600000,ZFB,73.7,Zone F,Feb,2021
ONPEAK,1614556800000,ZFB,45.35,Zone F,Mar,2021
ONPEAK,1617235200000,ZFB,36.35,Zone F,Apr,2021
ONPEAK,1619827200000,ZFB,33.6,Zone F,May,2021
ONPEAK,1622505600000,ZFB,34.25,Zone F,June,2021
ONPEAK,1625097600000,ZFB,39.8,Zone F,July,2021
ONPEAK,1627776000000,ZFB,38.35,Zone F,Aug,2021
ONPEAK,1630454400000,ZFB,34.45,Zone F,Sept,2021
ONPEAK,1633046400000,ZFB,31.8,Zone F,Oct,2021
ONPEAK,1635724800000,ZFB,37.5,Zone F,Nov,2021
ONPEAK,1638316800000,ZFB,52.55,Zone F,Dec,2021
ONPEAK,1640995200000,ZFB,77.95,Zone F,Jan,2022
ONPEAK,1643673600000,ZFB,73.45,Zone F,Feb,2022
ONPEAK,1646092800000,ZFB,51.8,Zone F,Mar,2022
OFFPEAK,1554076800000,ZFD,26.85,Zone F,Apr,2019
OFFPEAK,1556668800000,ZFD,20.7,Zone F,May,2019
OFFPEAK,1559347200000,ZFD,22.85,Zone F,June,2019
OFFPEAK,1561939200000,ZFD,27.3,Zone F,July,2019
OFFPEAK,1564617600000,ZFD,24.5,Zone F,Aug,2019
OFFPEAK,1567296000000,ZFD,22.8,Zone F,Sept,2019
OFFPEAK,1569888000000,ZFD,23.45,Zone F,Oct,2019
OFFPEAK,1572566400000,ZFD,29.25,Zone F,Nov,2019
OFFPEAK,1575158400000,ZFD,39.7,Zone F,Dec,2019
OFFPEAK,1577836800000,ZFD,64.75,Zone F,Jan,2020
OFFPEAK,1580515200000,ZFD,62.85,Zone F,Feb,2020
OFFPEAK,1583020800000,ZFD,35.85,Zone F,Mar,2020
OFFPEAK,1585699200000,ZFD,26.45,Zone F,Apr,2020
OFFPEAK,1588291200000,ZFD,22.8,Zone F,May,2020
OFFPEAK,1590969600000,ZFD,21.65,Zone F,June,2020
OFFPEAK,1593561600000,ZFD,25.85,Zone F,July,2020
OFFPEAK,1596240000000,ZFD,25.05,Zone F,Aug,2020
OFFPEAK,1598918400000,ZFD,22.3,Zone F,Sept,2020
OFFPEAK,1601510400000,ZFD,23.7,Zone F,Oct,2020
OFFPEAK,1604188800000,ZFD,30.2,Zone F,Nov,2020
OFFPEAK,1606780800000,ZFD,43.2,Zone F,Dec,2020
OFFPEAK,1609459200000,ZFD,70.3,Zone F,Jan,2021
OFFPEAK,1612137600000,ZFD,67.85,Zone F,Feb,2021
OFFPEAK,1614556800000,ZFD,33.1,Zone F,Mar,2021
OFFPEAK,1617235200000,ZFD,26.3,Zone F,Apr,2021
OFFPEAK,1619827200000,ZFD,25.5,Zone F,May,2021
OFFPEAK,1622505600000,ZFD,25.65,Zone F,June,2021
OFFPEAK,1625097600000,ZFD,27.95,Zone F,July,2021
OFFPEAK,1627776000000,ZFD,27.25,Zone F,Aug,2021
OFFPEAK,1630454400000,ZFD,25.15,Zone F,Sept,2021
OFFPEAK,1633046400000,ZFD,24.75,Zone F,Oct,2021
OFFPEAK,1635724800000,ZFD,28.6,Zone F,Nov,2021
OFFPEAK,1638316800000,ZFD,42.75,Zone F,Dec,2021
OFFPEAK,1640995200000,ZFD,66.5,Zone F,Jan,2022
OFFPEAK,1643673600000,ZFD,63.9,Zone F,Feb,2022
OFFPEAK,1646092800000,ZFD,43.3,Zone F,Mar,2022
ONPEAK,1554076800000,ZIK,35.65,Zone I,Apr,2019
ONPEAK,1556668800000,ZIK,31.5,Zone I,May,2019
ONPEAK,1559347200000,ZIK,32.5,Zone I,June,2019
ONPEAK,1561939200000,ZIK,42.15,Zone I,July,2019
ONPEAK,1564617600000,ZIK,38.2,Zone I,Aug,2019
ONPEAK,1567296000000,ZIK,35.05,Zone I,Sept,2019
ONPEAK,1569888000000,ZIK,32.2,Zone I,Oct,2019
ONPEAK,1572566400000,ZIK,37.05,Zone I,Nov,2019
ONPEAK,1575158400000,ZIK,50.1,Zone I,Dec,2019
ONPEAK,1577836800000,ZIK,66.4,Zone I,Jan,2020
ONPEAK,1580515200000,ZIK,63.75,Zone I,Feb,2020
ONPEAK,1583020800000,ZIK,39.45,Zone I,Mar,2020
ONPEAK,1585699200000,ZIK,32.15,Zone I,Apr,2020
ONPEAK,1588291200000,ZIK,29.2,Zone I,May,2020
ONPEAK,1590969600000,ZIK,31.45,Zone I,June,2020
ONPEAK,1593561600000,ZIK,39.35,Zone I,July,2020
ONPEAK,1596240000000,ZIK,35.85,Zone I,Aug,2020
ONPEAK,1598918400000,ZIK,31.8,Zone I,Sept,2020
ONPEAK,1601510400000,ZIK,29.9,Zone I,Oct,2020
ONPEAK,1604188800000,ZIK,33.1,Zone I,Nov,2020
ONPEAK,1606780800000,ZIK,44.75,Zone I,Dec,2020
ONPEAK,1609459200000,ZIK,65,Zone I,Jan,2021
ONPEAK,1612137600000,ZIK,63.35,Zone I,Feb,2021
ONPEAK,1614556800000,ZIK,37.85,Zone I,Mar,2021
ONPEAK,1617235200000,ZIK,31.55,Zone I,Apr,2021
ONPEAK,1619827200000,ZIK,30.25,Zone I,May,2021
ONPEAK,1622505600000,ZIK,30.65,Zone I,June,2021
ONPEAK,1625097600000,ZIK,39.55,Zone I,July,2021
ONPEAK,1627776000000,ZIK,36.25,Zone I,Aug,2021
ONPEAK,1630454400000,ZIK,30.85,Zone I,Sept,2021
ONPEAK,1633046400000,ZIK,29,Zone I,Oct,2021
ONPEAK,1635724800000,ZIK,31.9,Zone I,Nov,2021
ONPEAK,1638316800000,ZIK,44.6,Zone I,Dec,2021
ONPEAK,1640995200000,ZIK,70.3,Zone I,Jan,2022
ONPEAK,1643673600000,ZIK,68.7,Zone I,Feb,2022
ONPEAK,1646092800000,ZIK,41.25,Zone I,Mar,2022
OFFPEAK,1554076800000,ZIL,26.95,Zone I,Apr,2019
OFFPEAK,1556668800000,ZIL,20.55,Zone I,May,2019
OFFPEAK,1559347200000,ZIL,22.8,Zone I,June,2019
OFFPEAK,1561939200000,ZIL,26.75,Zone I,July,2019
OFFPEAK,1564617600000,ZIL,24.35,Zone I,Aug,2019
OFFPEAK,1567296000000,ZIL,23.4,Zone I,Sept,2019
OFFPEAK,1569888000000,ZIL,22.55,Zone I,Oct,2019
OFFPEAK,1572566400000,ZIL,27.95,Zone I,Nov,2019
OFFPEAK,1575158400000,ZIL,39.3,Zone I,Dec,2019
OFFPEAK,1577836800000,ZIL,57.6,Zone I,Jan,2020
OFFPEAK,1580515200000,ZIL,55.55,Zone I,Feb,2020
OFFPEAK,1583020800000,ZIL,34.15,Zone I,Mar,2020
OFFPEAK,1585699200000,ZIL,25.45,Zone I,Apr,2020
OFFPEAK,1588291200000,ZIL,21.75,Zone I,May,2020
OFFPEAK,1590969600000,ZIL,21.5,Zone I,June,2020
OFFPEAK,1593561600000,ZIL,27.2,Zone I,July,2020
OFFPEAK,1596240000000,ZIL,24.55,Zone I,Aug,2020
OFFPEAK,1598918400000,ZIL,21.8,Zone I,Sept,2020
